"Superficie","Superficie_Pared","Area_techo","Altura_Total","Area_acristalamiento","Distri_superficie_acristalada","Carga_calentamiento","Carga_refrigeracion"
71050,26950,22050,350,0.4,2,1471,1751
73500,29400,22050,350,0.4,2,1475,1644
73500,29400,22050,350,0.4,2,1471,1701
73500,29400,22050,350,0.4,2,1433,1723
73500,29400,22050,350,0.4,2,1462,1722
75950,31850,22050,350,0.4,2,1534,1785
75950,31850,22050,350,0.4,2,1529,1789
75950,31850,22050,350,0.4,2,1509,1836
75950,31850,22050,350,0.4,2,1530,1815
78400,34300,22050,350,0.4,2,1920,2172
78400,34300,22050,350,0.4,2,1888,2207
78400,34300,22050,350,0.4,2,1890,2209
78400,34300,22050,350,0.4,2,1912,2193
80850,36750,22050,350,0.4,2,1676,1736
80850,36750,22050,350,0.4,2,1723,1738
80850,36750,22050,350,0.4,2,1726,1686
80850,36750,22050,350,0.4,2,1715,1699
51450,29400,11025,700,0.4,3,3282,3278
51450,29400,11025,700,0.4,3,3269,3324
51450,29400,11025,700,0.4,3,3223,3386
51450,29400,11025,700,0.4,3,3275,3400
56350,31850,12250,700,0.4,3,3424,3726
56350,31850,12250,700,0.4,3,3495,3504
56350,31850,12250,700,0.4,3,3505,3382
56350,31850,12250,700,0.4,3,3429,3331
58800,29400,14700,700,0.4,3,3128,3522
58800,29400,14700,700,0.4,3,3212,3470
58800,29400,14700,700,0.4,3,3205,3011
58800,29400,14700,700,0.4,3,3184,3160
61250,31850,14700,700,0.4,3,2867,3243
61250,31850,14700,700,0.4,3,2967,3065
61250,31850,14700,700,0.4,3,2947,2977
61250,31850,14700,700,0.4,3,2891,2964
63700,34300,14700,700,0.4,3,4126,4644
63700,34300,14700,700,0.4,3,4130,4418
63700,34300,14700,700,0.4,3,4249,3881
63700,34300,14700,700,0.4,3,4208,3823
66150,41650,12250,700,0.4,3,3932,3817
66150,41650,12250,700,0.4,3,3984,3848
66150,41650,12250,700,0.4,3,3889,3966
66150,41650,12250,700,0.4,3,3968,4010
68600,24500,22050,350,0.4,3,1397,1608
68600,24500,22050,350,0.4,3,1422,1539
68600,24500,22050,350,0.4,3,1410,1657
68600,24500,22050,350,0.4,3,1378,1660
71050,26950,22050,350,0.4,3,1407,1611
71050,26950,22050,350,0.4,3,1403,1547
71050,26950,22050,350,0.4,3,1394,1670
71050,26950,22050,350,0.4,3,1386,1610
73500,29400,22050,350,0.4,3,1432,1635
73500,29400,22050,350,0.4,3,1456,1584
73500,29400,22050,350,0.4,3,1433,1699
73500,29400,22050,350,0.4,3,1408,1702
75950,31850,22050,350,0.4,3,1516,1704
75950,31850,22050,350,0.4,3,1518,1763
75950,31850,22050,350,0.4,3,1472,1810
75950,31850,22050,350,0.4,3,1490,1822
78400,34300,22050,350,0.4,3,1848,2078
78400,34300,22050,350,0.4,3,1871,2072
78400,34300,22050,350,0.4,3,1848,2154
78400,34300,22050,350,0.4,3,1846,2153
80850,36750,22050,350,0.4,3,1647,1690
80850,36750,22050,350,0.4,3,1635,1714
80850,36750,22050,350,0.4,3,1655,1656
80850,36750,22050,350,0.4,3,1674,1600
51450,29400,11025,700,0.4,4,3285,3295
51450,29400,11025,700,0.4,4,3267,3306
51450,29400,11025,700,0.4,4,3221,3395
51450,29400,11025,700,0.4,4,3274,3388
56350,31850,12250,700,0.4,4,3645,3398
56350,31850,12250,700,0.4,4,3573,3992
56350,31850,12250,700,0.4,4,3540,3922
56350,31850,12250,700,0.4,4,3657,3610
58800,29400,14700,700,0.4,4,3238,3153
58800,29400,14700,700,0.4,4,3166,3620
58800,29400,14700,700,0.4,4,3215,3621
58800,29400,14700,700,0.4,4,3275,3100
61250,31850,14700,700,0.4,4,2893,2820
61250,31850,14700,700,0.4,4,2805,3235
61250,31850,14700,700,0.4,4,2864,3114
61250,31850,14700,700,0.4,4,2952,2843
63700,34300,14700,700,0.4,4,4277,3833
63700,34300,14700,700,0.4,4,4173,4759
63700,34300,14700,700,0.4,4,4132,4623
63700,34300,14700,700,0.4,4,4296,3956
66150,41650,12250,700,0.4,4,4068,4036
66150,41650,12250,700,0.4,4,4040,3967
66150,41650,12250,700,0.4,4,4060,3985
66150,41650,12250,700,0.4,4,4011,4077
68600,24500,22050,350,0.4,4,1437,1661
68600,24500,22050,350,0.4,4,1448,1674
68600,24500,22050,350,0.4,4,1432,1690
68600,24500,22050,350,0.4,4,1444,1732
71050,26950,22050,350,0.4,4,1460,1685
71050,26950,22050,350,0.4,4,1470,1720
71050,26950,22050,350,0.4,4,1447,1723
71050,26950,22050,350,0.4,4,1466,1774
73500,29400,22050,350,0.4,4,1454,1681
73500,29400,22050,350,0.4,4,1462,1688
73500,29400,22050,350,0.4,4,1453,1690
73500,29400,22050,350,0.4,4,1471,1739
75950,31850,22050,350,0.4,4,1534,1786
75950,31850,22050,350,0.4,4,1529,1782
75950,31850,22050,350,0.4,4,1509,1836
75950,31850,22050,350,0.4,4,1530,1824
78400,34300,22050,350,0.4,4,1906,2168
78400,34300,22050,350,0.4,4,1913,2154
78400,34300,22050,350,0.4,4,1900,2225
78400,34300,22050,350,0.4,4,1884,2249
80850,36750,22050,350,0.4,4,1644,1710
80850,36750,22050,350,0.4,4,1690,1679
80850,36750,22050,350,0.4,4,1694,1658
80850,36750,22050,350,0.4,4,1677,1679
51450,29400,11025,700,0.4,5,3284,3288
51450,29400,11025,700,0.4,5,3272,3323
51450,29400,11025,700,0.4,5,3221,3376
51450,29400,11025,700,0.4,5,3273,3401
56350,31850,12250,700,0.4,5,3567,3394
56350,31850,12250,700,0.4,5,3501,3314
56350,31850,12250,700,0.4,5,3472,3879
56350,31850,12250,700,0.4,5,3524,3727
58800,29400,14700,700,0.4,5,3231,2969
58800,29400,14700,700,0.4,5,3181,3120
58800,29400,14700,700,0.4,5,3112,3626
58800,29400,14700,700,0.4,5,3206,3571
61250,31850,14700,700,0.4,5,3000,2993
61250,31850,14700,700,0.4,5,2950,2956
61250,31850,14700,700,0.4,5,2906,3384
61250,31850,14700,700,0.4,5,2992,3254
63700,34300,14700,700,0.4,5,4211,3856
63700,34300,14700,700,0.4,5,4196,3770
63700,34300,14700,700,0.4,5,4109,4701
63700,34300,14700,700,0.4,5,4079,4487
66150,41650,12250,700,0.4,5,3882,3937
66150,41650,12250,700,0.4,5,3972,3980
66150,41650,12250,700,0.4,5,3931,3779
66150,41650,12250,700,0.4,5,3986,3818
68600,24500,22050,350,0.4,5,1441,1669
68600,24500,22050,350,0.4,5,1419,1662
68600,24500,22050,350,0.4,5,1417,1694
68600,24500,22050,350,0.4,5,1439,1670
71050,26950,22050,350,0.4,5,1243,1559
71050,26950,22050,350,0.4,5,1263,1458
71050,26950,22050,350,0.4,5,1276,1533
71050,26950,22050,350,0.4,5,1242,1531
73500,29400,22050,350,0.4,5,1412,1663
73500,29400,22050,350,0.4,5,1428,1587
73500,29400,22050,350,0.4,5,1437,1654
73500,29400,22050,350,0.4,5,1421,1674
75950,31850,22050,350,0.4,5,1496,1764
75950,31850,22050,350,0.4,5,1492,1779
75950,31850,22050,350,0.4,5,1492,1755
75950,31850,22050,350,0.4,5,1516,1806
78400,34300,22050,350,0.4,5,1769,2082
78400,34300,22050,350,0.4,5,1819,2021
78400,34300,22050,350,0.4,5,1816,2071
78400,34300,22050,350,0.4,5,1788,2140
80850,36750,22050,350,0.4,5,1654,1688
80850,36750,22050,350,0.4,5,1644,1711
80850,36750,22050,350,0.4,5,1648,1661
80850,36750,22050,350,0.4,5,1664,1603
